,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,devices_laptop_brand,devices_laptop_year,devices_phone_brand,devices_phone_year,addr_city,addr_district,addr_postal
471,472,,18.0,,82.0,,Thompsonburgh,,,data science,100,inactive,,average,127.0,,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",,,,,,,,,,,,,Tashkent,Brownberg,100457
472,473,,18.0,male,61.0,,Lake Michael,brittneynash@hotmail.com,1974-12-02 00:00:00,data science,113,pending,0.0,,289.0,2000-02-28 10:55:00,"New Chris 4-kv, dom 21, Tashkent","data, style",5.0,2.0,3.0,"the, house",0.0,1484.0,354.0,Dell,2022.0,Apple,2021.0,Tashkent,New,
473,474,Alexandra Pena,20.0,male,,,Port Martin,,2022-01-14 13:30:57,data science,111,pending,0.0,good,204.0,2003-04-23 00:00:00,"South Vickieport 14-kv, dom 38, Tashkent","already, your",5.0,4.0,1.0,"hit, ok",0.0,391.0,1386.0,Dell,2016.0,Xiaomi,2018.0,Tashkent,South,
474,475,Susan Evans,19.0,female,,,West Zacharyview,,1983-01-31 00:00:00,python,110,active,,good,287.0,1979-12-25 00:00:00,"Port Christineton 29-kv, dom 1, Tashkent",,,,,,,,,,,,,Tashkent,Port,
475,476,,20.0,,68.0,,Lowehaven,annafields@rivera-erickson.com,2023-03-17 00:00:00,data science,110,pending,,excellent,159.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
476,477,Amanda Evans,20.0,,60.0,,Colleenburgh,,1970-08-01 00:00:00,data science,100,inactive,2.0,excellent,209.0,2020-09-07 00:00:00,"BROKEN,ADDRESS,DATA,,,","medical, him",2.0,4.0,3.0,"subject, kind",0.0,1007.0,1042.0,Dell,2017.0,Xiaomi,2023.0,,,
477,478,Jason Michael,20.0,male,83.0,+1-311-913-3615,West Jessefurt,vmurphy@baker.com,,data science,100,active,4.5,excellent,169.0,2003-12-10 00:00:00,"Apartment 45, Wilsonmouth district, Tashkent, UZ, 100904","they, ball",1.0,1.0,1.0,"if, eye",1.0,213.0,255.0,HP,2024.0,Xiaomi,2021.0,Tashkent,Wilsonmouth,100904
478,479,Brian Weiss,21.0,male,90.0,+1-325-698-3868,East Stephanie,zmcgee@hotmail.com,1995-03-12 07:15:00,data science,110,active,2.0,average,290.0,1978-02-06 06:25:00,"386 Stanley Club Suite 051, West Dawn","Democrat, property",2.0,1.0,1.0,"growth, member",1.0,226.0,559.0,Dell,2016.0,Samsung,2019.0,West Dawn,,
479,480,,18.0,female,,+1-039-728-2149,East Thomasview,christopher88@hotmail.com,2015-02-19 19:05:00,data science,100,active,0.0,excellent,80.0,1986-05-20 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
480,481,Michael Horn,18.0,male,93.0,,East Rodney,,1970-05-10 00:00:00,ds,71,pending,0.0,excellent,259.0,2021-07-24 21:06:53,UZ 100575 Tashkent Peterland,"south, positive",3.0,1.0,1.0,"effort, condition",3.0,1277.0,466.0,Lenovo,2021.0,Samsung,2019.0,Tashkent,Peterland,100575
481,482,Kimberly Douglas,20.0,male,90.0,,Gregoryton,debrawright@hotmail.com,2023-04-01 20:43:00,python,78,pending,3.64,excellent,98.0,1972-10-18 23:00:00,UZ 100278 Tashkent New Calvinstad,"its, cultural",3.0,3.0,2.0,"east, while",0.0,463.0,839.0,Lenovo,2018.0,Samsung,2020.0,Tashkent,New Calvinstad,100278
482,483,Matthew Moore,22.0,,76.0,,Cooperland,,1985-06-07 23:50:00,data science,89,active,3.62,excellent,231.0,1984-06-26 00:00:00,"Apartment 30, Lake Johnland district, Tashkent, UZ, 100801","same, through",3.0,1.0,1.0,"fall, inside",1.0,685.0,1114.0,Dell,2018.0,Xiaomi,2024.0,Tashkent,Lake Johnland,100801
483,484,,,male,85.0,,Snowside,hnorton@gmail.com,2011-11-05 00:00:00,data science,94,active,2.0,,258.0,,"72389 Schmidt Place Apt. 885, South Patrickshire","hold, reality",,,,,,,,,,,,South Patrickshire,,
484,485,Scott Alexander,18.0,female,,,South Anthonytown,chenderson@johnson.com,,data science,110,active,,good,256.0,2008-08-19 00:00:00,"495 Ochoa Extensions, East Alexander","skill, effect",1.0,1.0,3.0,"main, serve",1.0,432.0,1046.0,Dell,2015.0,Samsung,2020.0,East Alexander,,
485,486,,,female,90.0,,Shortbury,,2000-08-12 00:00:00,data science,110,pending,3.07,average,260.0,1990-11-26 00:00:00,"127 Wong Locks, South Sarah",,,,,,,,,,,,,South Sarah,,
486,487,Linda French,18.0,female,90.0,,New Robert,,1992-01-27 00:00:00,data science,110,pending,,,154.0,,"Apartment 9, Cochranland district, Tashkent, UZ, 100971",,,,,,,,,,,,,Tashkent,Cochranland,100971
487,488,Darin Butler,22.0,female,54.0,,Hunterview,,,data science,100,inactive,2.0,average,253.0,2018-08-07 09:23:00,"BROKEN,ADDRESS,DATA,,,","send, space",4.0,5.0,2.0,"concern, unit",5.0,1457.0,1225.0,Dell,2020.0,Samsung,2023.0,,,
488,489,,19.0,male,,,South Zachary,yolandarodriguez@hall-baird.com,2010-04-24 01:56:00,data science,110,active,,excellent,230.0,,"Port Jayton 7-kv, dom 3, Tashkent",,,,,,,,,,,,,Tashkent,Port,
489,490,,21.0,female,59.0,+1-592-495-1232,Batesside,kevin16@gmail.com,2021-10-27 18:58:09,python,114,inactive,,excellent,198.0,,"80592 Wiley Views Suite 243, East Thomasville","each, team",2.0,4.0,1.0,"data, question",4.0,1122.0,940.0,HP,2024.0,Apple,2023.0,East Thomasville,,
490,491,Richard Sandoval,20.0,male,90.0,,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,data science,92,inactive,4.46,good,70.0,,"North James 7-kv, dom 5, Tashkent","article, drug",1.0,5.0,5.0,"firm, reflect",2.0,250.0,889.0,HP,2019.0,Xiaomi,2019.0,Tashkent,North,
491,492,,18.0,,90.0,+1-517-075-5970,Rivasstad,,2000-07-13 00:00:00,data science,84,active,3.7,,96.0,1976-05-09 04:44:25,"Apartment 30, North Kimberlymouth district, Tashkent, UZ, 100183",,,,,,,,,,,,,Tashkent,North Kimberlymouth,100183
492,493,Raymond Schultz,19.0,male,95.0,,North Jordanton,,2003-01-04 00:00:00,data science,100,pending,1.1,excellent,163.0,2001-05-06 00:00:00,"38022 Theresa Highway Suite 457, East Markbury",,,,,,,,,,,,,East Markbury,,
493,494,,20.0,male,90.0,+1-935-314-2098,West Josephburgh,,1999-02-28 00:00:00,python,110,active,,good,180.0,1995-10-30 02:37:49,UZ 100134 Tashkent Fitzgeraldside,,,,,,,,,,,,,Tashkent,Fitzgeraldside,100134
494,495,,20.0,,93.0,,New Carolyn,,2012-11-11 00:00:00,data science,116,active,,average,268.0,1982-11-22 18:35:00,UZ 100401 Tashkent Port Christopher,,,,,,,,,,,,,Tashkent,Port Christopher,100401
495,496,Ruth Pierce,20.0,,72.0,,West Joelstad,,,data science,110,pending,,good,221.0,2003-02-07 00:00:00,"655 Hughes Rapid Suite 623, New Kevin","consumer, operation",4.0,2.0,3.0,"about, this",2.0,1109.0,913.0,Dell,2023.0,Samsung,2021.0,New Kevin,,
496,497,,20.0,male,74.0,+1-364-486-3509,Destinybury,,2021-01-21 12:26:06,python,92,pending,,excellent,188.0,1979-11-28 00:00:00,"Apartment 2, Bakerhaven district, Tashkent, UZ, 100284","hotel, serve",3.0,5.0,5.0,"realize, company",3.0,818.0,495.0,Lenovo,2016.0,Xiaomi,2019.0,Tashkent,Bakerhaven,100284
497,498,,21.0,male,90.0,,Angelafurt,ahouston@gmail.com,2021-06-27 00:00:00,data science,100,inactive,,excellent,151.0,1972-05-26 00:00:00,"27108 Mark Ranch, Jenniferchester","close, class",5.0,5.0,5.0,"nice, line",3.0,530.0,583.0,Lenovo,2015.0,Xiaomi,2021.0,Jenniferchester,,
498,499,,20.0,male,77.0,,Carolshire,taylorwilliam@knapp.com,2022-01-22 07:45:11,data science,100,inactive,1.17,average,85.0,2023-01-14 12:50:16,"89583 Crawford Crescent, Port William","during, similar",2.0,1.0,4.0,"according, race",5.0,463.0,998.0,HP,2019.0,Samsung,2023.0,Port William,,
499,500,Jason Johnson,19.0,female,61.0,,Mariachester,mreynolds@yahoo.com,1979-03-22 07:15:00,data science,100,active,,excellent,162.0,1971-02-03 14:15:08,"47640 Lambert Camp Apt. 309, Port Keithport","leg, kid",,,,,,,,,,,,Port Keithport,,
500,501,Dominique Steele,22.0,male,77.0,,Natalieland,christinepatterson@powell.biz,1971-08-04 00:00:00,data science,100,inactive,,good,66.0,,"847 Thompson Fall Suite 006, Pooleburgh","and, have",4.0,1.0,1.0,"hope, cut",2.0,983.0,1182.0,HP,2024.0,Samsung,2024.0,Pooleburgh,,
501,502,Erica Fisher,21.0,,91.0,,North Jeffreytown,,2012-01-07 04:36:30,data science,64,inactive,2.0,average,277.0,2009-12-12 06:45:00,UZ 100612 Tashkent New Catherinemouth,,,,,,,,,,,,,Tashkent,New Catherinemouth,100612
502,503,Bonnie Fitzpatrick,20.0,female,76.0,,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,data science,109,active,4.5,,165.0,2020-12-11 21:06:54,"Apartment 8, Lake Gregory district, Tashkent, UZ, 100234","nation, great",3.0,2.0,4.0,"collection, difference",0.0,531.0,391.0,Lenovo,2019.0,Apple,2018.0,Tashkent,Lake Gregory,100234
503,504,Tara Wood,21.0,female,92.0,,Sethtown,troywalters@thornton-obrien.info,2006-02-20 00:00:00,data science,100,active,,,93.0,1975-04-12 11:14:27,"Carrieside 11-kv, dom 25, Tashkent","nothing, concern",,,,,,,,,,,,Tashkent,Carrieside,
504,505,Cody Smith,20.0,male,90.0,,East Michealstad,reginald97@bell.com,,data science,110,inactive,0.0,good,190.0,,"West Lindaburgh 28-kv, dom 1, Tashkent","really, coach",3.0,2.0,1.0,"opportunity, maintain",1.0,870.0,934.0,HP,2017.0,Xiaomi,2022.0,Tashkent,West,
505,506,Philip Johnson,18.0,female,53.0,,West Morganton,,1990-01-30 03:14:00,data science,90,active,0.0,good,221.0,1986-09-02 00:00:00,UZ 100704 Tashkent South Breannaview,"option, history",,,,,,,,,,,,Tashkent,South Breannaview,100704
506,507,Jeremy Gonzales,22.0,male,90.0,,Savagefort,,2023-08-01 12:46:31,ds,100,inactive,1.55,,172.0,,"Port Jose 5-kv, dom 24, Tashkent","data, level",,,,,,,,,,,,Tashkent,Port,
507,508,Patrick Morris,20.0,,90.0,,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,data science,100,inactive,,excellent,171.0,1998-04-19 03:54:23,"Apartment 46, Rickyport district, Tashkent, UZ, 100191","pull, young",2.0,2.0,1.0,"it, listen",5.0,1343.0,1340.0,HP,2020.0,Apple,2020.0,Tashkent,Rickyport,100191
508,509,,20.0,male,,+1-132-107-2376,Lake Paul,ywatkins@hotmail.com,1996-02-01 02:27:00,data science,110,active,4.5,average,204.0,1993-10-27 00:00:00,UZ 100167 Tashkent New Aaron,"reflect, anything",1.0,2.0,1.0,"writer, huge",3.0,363.0,751.0,Dell,2015.0,Samsung,2023.0,Tashkent,New Aaron,100167
509,510,Jodi Collins,18.0,female,95.0,,Gabrielhaven,kylerivera@hotmail.com,1981-09-17 20:59:04,data science,98,inactive,,,78.0,2021-07-25 02:11:14,"Reyesfurt 8-kv, dom 19, Tashkent",,,,,,,,,,,,,Tashkent,Reyesfurt,
510,511,,19.0,female,,,Smithshire,rachel94@yahoo.com,1995-05-17 00:00:00,python,85,inactive,3.7,excellent,105.0,,"Davisville 14-kv, dom 40, Tashkent",,,,,,,,,,,,,Tashkent,Davisville,
511,512,Richard Black,20.0,male,63.0,,West Donaldfort,pattersonandrew@pierce.com,1989-03-04 00:00:00,data science,110,active,3.59,excellent,254.0,1970-01-29 11:05:00,"4538 Frost Mill, North Lisa","yourself, anyone",2.0,3.0,4.0,"east, opportunity",2.0,392.0,1135.0,Dell,2017.0,Samsung,2024.0,North Lisa,,
512,513,Donald Barker,20.0,,,,West Shawnview,richardsthomas@welch-west.info,2022-12-30 04:24:00,python,94,inactive,,average,267.0,2012-03-14 15:23:57,"54212 Kyle Club Apt. 536, Fletcherfurt","discover, hour",,,,,,,,,,,,Fletcherfurt,,
513,514,Logan Molina,21.0,male,90.0,+1-007-545-2962,Micheleport,nathan37@howard-parsons.com,,python,110,inactive,3.77,average,57.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26, Tashkent","body, occur",2.0,3.0,5.0,"wide, month",3.0,475.0,947.0,HP,2024.0,Apple,2018.0,Tashkent,Debraville,
514,515,,22.0,female,90.0,,Steeleshire,rangelmichelle@gmail.com,1970-10-06 00:00:00,data science,86,inactive,1.33,good,183.0,1970-03-15 00:00:00,"8384 Michael Knoll Suite 400, Jamesview","get, like",5.0,3.0,1.0,"international, some",5.0,352.0,1182.0,HP,2019.0,Xiaomi,2018.0,Jamesview,,
515,516,Sherry Rivera,19.0,male,93.0,,North Tylerhaven,,,data science,65,pending,0.0,excellent,281.0,2023-01-04 23:05:30,"Apartment 20, West Briana district, Tashkent, UZ, 100038","back, though",,,,,,,,,,,,Tashkent,West Briana,100038
516,517,,20.0,male,90.0,,Port Benjamin,,1975-10-04 00:00:00,data science,110,pending,2.0,excellent,103.0,1986-04-10 01:29:00,"Apartment 3, North David district, Tashkent, UZ, 100437","current, truth",3.0,4.0,2.0,"know, how",3.0,807.0,408.0,HP,2021.0,Samsung,2019.0,Tashkent,North David,100437
517,518,,18.0,,90.0,+1-608-151-1642,South Steven,brianna72@yahoo.com,,data science,71,active,3.7,excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district, Tashkent, UZ, 100515","rule, specific",3.0,2.0,1.0,"then, but",0.0,1006.0,1059.0,HP,2020.0,Xiaomi,2020.0,Tashkent,North Eric,100515
518,519,Debra Hanson,19.0,male,,,Sarahton,,2000-09-09 09:27:00,data science,100,active,,average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district, Tashkent, UZ, 100000","field, well",4.0,5.0,4.0,"go, age",3.0,742.0,455.0,Dell,2017.0,Xiaomi,2022.0,Tashkent,Michaelhaven,100000
519,520,,19.0,male,63.0,,Danielfurt,beckjoseph@yates-green.info,2022-09-20 02:10:17,ds,110,pending,4.5,average,174.0,,"0127 Salazar Hollow, Kimberlyfurt","mouth, perhaps",4.0,5.0,2.0,"agent, history",4.0,236.0,1113.0,Lenovo,2019.0,Apple,2019.0,Kimberlyfurt,,
520,521,Maxwell Smith,18.0,male,,+1-792-546-0992,New Laura,,,ds,62,active,3.7,excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5, Tashkent","consumer, there",5.0,1.0,5.0,"black, step",3.0,438.0,1056.0,HP,2019.0,Samsung,2021.0,Tashkent,Taylorstad,
521,522,,20.0,male,67.0,+1-191-971-2973,Leachberg,,1983-06-11 00:00:00,python,105,active,4.5,excellent,83.0,2023-10-12 11:48:07,"BROKEN,ADDRESS,DATA,,,","back, tell",4.0,3.0,4.0,"if, boy",4.0,339.0,655.0,Lenovo,2020.0,Apple,2022.0,,,
522,523,Matthew Madden,20.0,,81.0,,Port Samanthaport,,1996-02-09 00:00:00,ds,110,active,,good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22, Tashkent","could, if",1.0,5.0,5.0,"crime, common",0.0,423.0,622.0,Dell,2024.0,Samsung,2020.0,Tashkent,Ashleyfurt,
523,524,David Sanchez,18.0,female,72.0,,Elizabethside,,2015-10-29 00:00:00,data science,110,inactive,4.5,excellent,292.0,2023-10-19 02:30:27,"98293 April Keys, New Timothyfurt","around, may",,,,,,,,,,,,New Timothyfurt,,
524,525,Kayla Walker,18.0,,50.0,,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,python,110,inactive,,excellent,188.0,2020-09-28 00:00:00,"8564 Sara Plaza, Lake Davidbury","wear, challenge",4.0,5.0,1.0,"black, approach",2.0,277.0,707.0,HP,2016.0,Xiaomi,2022.0,Lake Davidbury,,
525,526,Angela Stark,20.0,female,,,North Johnville,gallowaycarol@yahoo.com,2010-04-02 02:49:27,data science,110,inactive,4.5,good,206.0,2008-03-22 00:00:00,"BROKEN,ADDRESS,DATA,,,","admit, girl",,,,,,,,,,,,,,
526,527,Anthony Grant,18.0,female,,,North Ashley,,2001-07-25 18:51:00,data science,110,inactive,0.0,average,115.0,2017-01-27 04:18:00,"Apartment 16, Allisonville district, Tashkent, UZ, 100171","investment, learn",,,,,,,,,,,,Tashkent,Allisonville,100171
527,528,Austin Christian,21.0,,,,Morenoshire,,2022-09-02 15:57:08,data science,110,pending,4.5,average,232.0,2018-10-09 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
528,529,Jonathan Hendricks,18.0,female,,,New Ashley,jeremiahwiggins@simmons.biz,2022-03-07 08:51:25,data science,100,active,,,138.0,2023-01-31 03:36:02,"85228 Yoder Fields Suite 360, Davidside","analysis, continue",,,,,,,,,,,,Davidside,,
529,530,Leslie Cox,22.0,female,,,Rickyside,,2022-08-27 00:00:00,python,62,active,2.04,,277.0,1994-10-04 00:00:00,"East Ryan 7-kv, dom 2, Tashkent","animal, by",4.0,1.0,2.0,"full, know",4.0,979.0,572.0,HP,2017.0,Samsung,2021.0,Tashkent,East,
530,531,William Powell,21.0,female,77.0,+1-297-459-8801,West Christopherhaven,,2016-03-19 00:00:00,ds,95,inactive,,excellent,276.0,1999-06-30 00:00:00,"911 Shields Via, Debbiehaven",,,,,,,,,,,,,Debbiehaven,,
531,532,,18.0,female,92.0,,Robertside,xpeters@osborn.com,1976-02-23 00:00:00,data science,71,pending,2.0,average,141.0,2020-11-08 21:57:00,"BROKEN,ADDRESS,DATA,,,","bring, relate",5.0,2.0,1.0,"light, good",1.0,752.0,1262.0,HP,2016.0,Samsung,2020.0,,,
532,533,,20.0,female,81.0,+1-282-743-6299,Josephberg,,2003-07-06 00:00:00,data science,110,inactive,,excellent,181.0,2010-02-13 00:00:00,"9400 Richard Way, Dennisport",,,,,,,,,,,,,Dennisport,,
533,534,David Young,19.0,male,70.0,+1-863-661-4738,Julianshire,,2020-11-28 01:25:24,data science,64,pending,,,169.0,1985-07-06 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
534,535,Brianna Howell,,female,73.0,,Ortegaview,mooretanner@moss.net,1975-03-26 00:00:00,data science,110,inactive,2.97,average,144.0,1987-10-25 09:29:00,"4072 Martinez Inlet, West Douglasville",,,,,,,,,,,,,West Douglasville,,
535,536,Maria Harvey,,female,90.0,,Port Emilyburgh,,2023-02-28 09:06:00,data science,94,active,4.5,,60.0,1998-06-29 02:48:00,UZ 100658 Tashkent South Elizabethfurt,"decade, police",5.0,2.0,4.0,"also, true",1.0,1300.0,1360.0,Lenovo,2023.0,Samsung,2019.0,Tashkent,South Elizabethfurt,100658
536,537,Bobby Lee,20.0,female,,,Lake Frank,deborahtaylor@kerr.com,,python,102,inactive,4.5,average,90.0,2023-07-27 12:43:48,UZ 100636 Tashkent Port Bryan,"forget, community",,,,,,,,,,,,Tashkent,Port Bryan,100636
537,538,,20.0,female,93.0,,South Christopherborough,thomaskathleen@davis-cross.com,1988-01-08 13:27:06,data science,69,inactive,4.5,average,221.0,2002-01-16 00:00:00,"53120 Logan Overpass Apt. 207, East Ryan","hundred, between",5.0,1.0,4.0,"paper, go",5.0,1410.0,930.0,Lenovo,2022.0,Apple,2020.0,East Ryan,,
538,539,Kimberly Greer,19.0,male,,,Lewischester,,,data science,110,inactive,,average,142.0,,"Apartment 47, Thompsonbury district, Tashkent, UZ, 100192","instead, whose",,,,,,,,,,,,Tashkent,Thompsonbury,100192
539,540,Christopher Glenn,19.0,male,88.0,,West Sandra,,1985-11-20 00:00:00,python,106,active,,good,119.0,1973-01-22 00:00:00,"49187 Samantha Forges, East Cindy","Congress, member",5.0,2.0,1.0,"himself, send",1.0,292.0,960.0,HP,2024.0,Samsung,2023.0,East Cindy,,
540,541,,18.0,,50.0,+1-670-628-6626,Joshuaton,,2021-08-14 11:49:41,ds,100,pending,2.99,good,92.0,2011-11-08 00:00:00,"88512 Harris Path Suite 804, Lake Sarahport","across, style",,,,,,,,,,,,Lake Sarahport,,
541,542,Christopher Bradford,,,,,Banksview,,,python,100,active,4.5,excellent,272.0,2022-02-13 08:32:07,UZ 100996 Tashkent New Jessicastad,"picture, peace",,,,,,,,,,,,Tashkent,New Jessicastad,100996
542,543,Connor Gonzales,18.0,male,90.0,,West Hunter,,1997-04-28 15:42:00,python,70,pending,,good,81.0,1977-07-14 00:00:00,"903 Sanchez Fall, West Yvonneside","them, suffer",2.0,3.0,4.0,"tree, service",1.0,1159.0,1416.0,HP,2020.0,Xiaomi,2024.0,West Yvonneside,,
543,544,Samantha Howard,20.0,,,+1-992-189-5672,Williamview,anita28@evans.com,1979-09-22 06:28:00,data science,61,active,,excellent,52.0,1980-08-17 10:24:00,UZ 100303 Tashkent Elizabethstad,"plan, east",,,,,,,,,,,,Tashkent,Elizabethstad,100303
544,545,John Lynn,22.0,,,,Port Susanfort,emily04@hotmail.com,2014-01-19 00:39:00,python,80,pending,4.5,excellent,163.0,2021-05-03 06:19:39,UZ 100562 Tashkent Hernandezchester,"whose, go",1.0,3.0,2.0,"future, green",2.0,447.0,427.0,Dell,2015.0,Apple,2022.0,Tashkent,Hernandezchester,100562
545,546,Amber Small,20.0,,87.0,,Georgeborough,,,python,110,inactive,2.0,good,56.0,,"BROKEN,ADDRESS,DATA,,,","society, lot",,,,,,,,,,,,,,
546,547,Jesse Stafford,,male,57.0,,Kleinchester,,1998-04-17 07:10:00,data science,110,pending,,excellent,246.0,1999-06-18 14:24:24,"Apartment 17, Port Danielville district, Tashkent, UZ, 100121","any, those",3.0,5.0,4.0,"challenge, less",2.0,541.0,1233.0,Dell,2024.0,Samsung,2023.0,Tashkent,Port Danielville,100121
547,548,Donna Lewis MD,19.0,male,66.0,,Jensenton,,,python,110,active,2.0,excellent,124.0,1997-01-15 00:00:00,"05309 Mullins Centers Suite 435, Dorothytown","mother, before",1.0,5.0,2.0,"and, various",4.0,1030.0,785.0,HP,2022.0,Xiaomi,2021.0,Dorothytown,,
548,549,Shannon Kelly,19.0,female,90.0,,South Brittanyfurt,alison82@hotmail.com,2023-01-05 20:17:13,data science,109,active,,excellent,94.0,,"Dillonton 30-kv, dom 35, Tashkent","include, face",,,,,,,,,,,,Tashkent,Dillonton,
549,550,Ashley Reyes,21.0,female,58.0,,West Hayleystad,,2020-05-26 00:00:00,ds,69,active,,average,140.0,1982-03-20 06:07:00,"BROKEN,ADDRESS,DATA,,,","first, cost",5.0,5.0,5.0,"politics, thought",0.0,1237.0,1340.0,Lenovo,2016.0,Apple,2019.0,,,
550,551,Christopher Mclaughlin,20.0,female,90.0,,South Jennifer,moralesmargaret@hotmail.com,,python,110,pending,3.7,excellent,121.0,1970-03-04 00:00:00,"New Shawnmouth 19-kv, dom 14, Tashkent","listen, trial",2.0,4.0,3.0,"world, all",0.0,1440.0,1192.0,HP,2019.0,Samsung,2020.0,Tashkent,New,
551,552,Judith Cortez,20.0,female,84.0,,Port Stephanie,,1987-01-21 00:00:00,python,100,active,2.0,excellent,213.0,2022-04-27 18:47:11,UZ 100501 Tashkent North Elizabeth,"total, have",2.0,3.0,2.0,"lawyer, several",0.0,859.0,997.0,Dell,2019.0,Samsung,2022.0,Tashkent,North Elizabeth,100501
552,553,,20.0,female,,,West Emma,douglasbecker@yahoo.com,1979-07-16 09:07:25,data science,110,pending,4.5,good,55.0,,"Vincentfurt 18-kv, dom 27, Tashkent","thought, key",5.0,4.0,3.0,"fill, believe",2.0,864.0,1073.0,Lenovo,2022.0,Samsung,2020.0,Tashkent,Vincentfurt,
553,554,Michael James,,female,66.0,,Andreborough,victoria57@hotmail.com,,python,100,inactive,4.5,excellent,53.0,1987-06-01 00:00:00,"BROKEN,ADDRESS,DATA,,,","after, speech",,,,,,,,,,,,,,
554,555,Cynthia Merritt,19.0,,50.0,,Lake Sydney,laura82@davidson.biz,2021-08-05 05:06:48,data science,100,pending,,excellent,120.0,2006-06-25 19:23:33,"BROKEN,ADDRESS,DATA,,,","here, out",3.0,1.0,5.0,"move, thousand",0.0,1116.0,1230.0,Dell,2022.0,Samsung,2019.0,,,
555,556,,18.0,female,,,Lake Cindy,,2020-10-29 11:02:52,data science,100,inactive,0.0,excellent,300.0,2022-01-17 14:31:55,"BROKEN,ADDRESS,DATA,,,","than, character",1.0,2.0,5.0,"fire, street",5.0,972.0,1026.0,Lenovo,2022.0,Xiaomi,2019.0,,,
556,557,Lori Thompson,20.0,female,90.0,,New Jonathon,,2023-05-11 15:54:46,data science,100,inactive,3.7,excellent,248.0,1987-04-29 00:00:00,"549 Cain Extensions, Jamesmouth",,,,,,,,,,,,,Jamesmouth,,
557,558,David Smith,21.0,,,,West Morganberg,,2021-12-19 21:28:14,ds,110,active,3.7,,92.0,1979-03-06 09:50:32,"BROKEN,ADDRESS,DATA,,,","number, similar",4.0,2.0,3.0,"thought, require",1.0,1472.0,774.0,Lenovo,2021.0,Xiaomi,2019.0,,,
558,559,Erin Thomas,20.0,female,87.0,,Farmerborough,,2021-11-15 00:00:00,python,110,pending,,excellent,280.0,2016-09-16 11:22:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
559,560,Stephanie Foley,20.0,female,52.0,,Allisonside,rmoreno@hotmail.com,1971-12-07 00:03:57,data science,110,inactive,,good,295.0,2022-05-15 06:38:00,"Apartment 41, Port Joshuaport district, Tashkent, UZ, 100930","perhaps, today",,,,,,,,,,,,Tashkent,Port Joshuaport,100930
560,561,Shannon Henderson,20.0,male,,,Danielside,,1998-03-11 00:00:00,data science,98,inactive,0.0,excellent,232.0,1976-03-25 19:41:00,UZ 100576 Tashkent Port Kimberlyport,"newspaper, soon",1.0,2.0,1.0,"law, themselves",4.0,742.0,1045.0,Dell,2021.0,Apple,2024.0,Tashkent,Port Kimberlyport,100576
561,562,,18.0,male,90.0,+1-591-058-3931,South Alexanderport,angela86@jones.info,,python,118,active,3.7,excellent,156.0,1990-03-20 17:14:55,"Apartment 24, North Maryview district, Tashkent, UZ, 100415","need, six",,,,,,,,,,,,Tashkent,North Maryview,100415
562,563,,20.0,female,58.0,,Sarahhaven,rclark@williams-duran.com,2006-10-14 00:00:00,data science,63,inactive,4.5,excellent,67.0,1999-01-29 00:00:00,"3151 Laura Ridge Suite 752, Port Eric","hear, party",4.0,2.0,4.0,"majority, song",5.0,210.0,448.0,HP,2024.0,Apple,2022.0,Port Eric,,
563,564,Bryan Boyd,19.0,female,72.0,+1-787-372-7406,New Johnton,sharon79@davis.org,1994-09-20 03:30:00,data science,100,pending,,good,187.0,,UZ 100126 Tashkent Turnerhaven,"ball, some",1.0,4.0,1.0,"ok, various",5.0,688.0,428.0,Dell,2019.0,Xiaomi,2018.0,Tashkent,Turnerhaven,100126
564,565,John Osborn,21.0,female,96.0,+1-771-430-4946,Port Tamara,ibentley@wong.com,1992-06-13 10:18:00,python,116,pending,3.7,,115.0,1983-07-23 10:43:00,"Barnettbury 23-kv, dom 27, Tashkent",,,,,,,,,,,,,Tashkent,Barnettbury,
565,566,Anna Clark,20.0,male,,,Sanchezton,wooderika@patel.com,,ds,110,inactive,2.0,,52.0,1979-01-02 07:04:00,"8770 Danielle Trail Suite 654, South Taylor",,,,,,,,,,,,,South Taylor,,
