student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
419,,18.0,,90.0,(925)753-8008,South Joshuamouth,,,data science,100,pending,0.0,excellent,135.0,2023-04-05 22:37:26,"Port Catherinemouth 29-kv, dom 47, Tashkent","{'hobbies': ['camera', 'argue'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 2}, 'soft': ['body', 'husband']}, 'family': {'siblings': 1, 'income': {'father': 908, 'mother': 489}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
420,Shirley Mccann,18.0,,91.0,001-047-844-7396-7540,South Claudiafort,,2022-05-27 18:52:58,data science,100,inactive,4.5,good,204.0,1995-10-28 09:52:00,"28439 Frances Extension Suite 697, Ronaldburgh","{""hobbies"": [""practice"", ""know""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 1}, ""soft"": [""very"", ""thing""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1232, ""mother"": 1067}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}"
421,,20.0,male,,,South Stephanie,,2014-12-17 00:00:00,data science,100,pending,0.0,excellent,209.0,2016-01-27 21:46:00,"791 Norma Fork, Port Garyport","{""hobbies"": [""radio"", ""summer""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 5}, ""soft"": [""marriage"", ""help""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 413, ""mother"": 910}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}"
422,Steven Butler,21.0,female,55.0,,Ayersview,wellslynn@bishop-bates.com,2023-05-20 02:06:34,data science,110,inactive,,average,149.0,2022-12-15 01:57:14,"Apartment 49, Wallshire district, Tashkent, UZ, 100522","{""hobbies"": [""for"", ""save""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 1}, ""soft"": [""group"", ""public""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1475, ""mother"": 731}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
423,David Daugherty,20.0,female,,,Josemouth,,,data science,77,inactive,2.0,good,104.0,2016-07-01 22:06:27,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""manager"", ""election""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 5}, ""soft"": [""actually"", ""talk""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1335, ""mother"": 205}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}"
424,Christopher Gill,22.0,female,,001-231-307-4684-3769,Jessicaview,bassmichael@hotmail.com,1985-09-10 16:33:19,data science,60,inactive,2.0,excellent,218.0,,"Apartment 23, East Chad district, Tashkent, UZ, 100316","{""hobbies"": [""world"", ""computer""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""wide"", ""exactly""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 588, ""mother"": 652}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
425,Timothy Winters,18.0,male,,,Vasquezberg,brandonclay@johnson.com,2000-07-31 11:37:00,data science,110,pending,,excellent,65.0,,UZ 100174 Tashkent Michaeltown,"{'hobbies': ['space', 'mother'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['possible', 'kitchen']}, 'family': {'siblings': 2, 'income': {'father': 889, 'mother': 505}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}"
426,Sarah Nelson,18.0,female,76.0,786-169-8025-596,Port Jessicafort,greenechristopher@wells.com,2020-12-02 18:43:00,data science,70,inactive,3.24,excellent,100.0,2007-08-18 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['own', 'yet']}"
427,Ryan Baker,22.0,male,64.0,+1-618-958-0345-95909,Nicholston,anthony51@barajas-li.com,2021-02-25 08:59:45,python,81,pending,4.5,excellent,284.0,,UZ 100113 Tashkent North Roy,"{'hobbies': ['fight', 'difference'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['allow', 'condition']}, 'family': {'siblings': 0, 'income': {'father': 628, 'mother': 514}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
428,,18.0,female,,655-894-0205,Thompsonberg,keith31@gmail.com,,data science,75,pending,,excellent,174.0,,"Apartment 44, Smithshire district, Tashkent, UZ, 100091","{""hobbies"": [""nation"", ""if""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""assume"", ""matter""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1339, ""mother"": 1067}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}"
429,Anthony Armstrong,,,,+1-175-443-3483-38711,Laurenmouth,maryjimenez@mullins.biz,1997-04-10 12:07:40,python,110,active,,good,222.0,2002-07-28 00:00:00,UZ 100144 Tashkent Lake Dawnside,"{'hobbies': ['travel', 'exactly'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 5}, 'soft': ['add', 'hot']}, 'family': {'siblings': 0, 'income': {'father': 795, 'mother': 317}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
430,Tammy Green,21.0,female,90.0,001-190-024-5538,Rushfurt,,2019-03-01 14:38:37,data science,100,inactive,,good,65.0,1993-05-28 00:00:00,"Apartment 47, East Michele district, Tashkent, UZ, 100025","{'hobbies': ['beyond', 'federal'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 5}, 'soft': ['away', 'south']}, 'family': {'siblings': 1, 'income': {'father': 749, 'mother': 540}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}"
431,Juan Wright,22.0,female,84.0,+1-477-921-8703-89711,North Robertshire,,2014-07-28 18:41:03,data science,100,pending,4.5,average,260.0,1994-01-29 00:00:00,UZ 100116 Tashkent Jamesfort,"{'hobbies': ['pass', 'federal'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['fund', 'main']}, 'family': {'siblings': 3, 'income': {'father': 1115, 'mother': 932}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
432,,21.0,female,63.0,+1-956-839-0447,Sharpmouth,troy24@gmail.com,2003-08-15 20:55:29,data science,100,inactive,,average,281.0,1984-09-10 17:56:00,"Gibsonhaven 7-kv, dom 6, Tashkent",INVALID_JSON_DATA
433,Belinda Crawford,22.0,female,90.0,,South Adamside,,1985-06-21 07:23:40,data science,100,inactive,3.7,excellent,79.0,1971-06-04 00:00:00,UZ 100395 Tashkent West Jasonport,INVALID_JSON_DATA
434,Danielle Roberts,20.0,male,90.0,,New Timothystad,,2025-07-14 10:43:02,data science,100,active,0.0,average,201.0,2022-10-11 01:06:08,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['test', 'decide'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 4}, 'soft': ['left', 'picture']}, 'family': {'siblings': 5, 'income': {'father': 1045, 'mother': 610}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
435,Barbara Allen,,female,73.0,001-663-710-1993,Josephside,,2010-08-25 20:10:00,data science,94,active,,,74.0,2020-10-17 20:07:42,UZ 100323 Tashkent North Tracyport,INVALID_JSON_DATA
436,,20.0,female,90.0,,Lake Jeffrey,ramirezrobin@yahoo.com,1991-10-13 11:59:00,data science,85,inactive,4.5,excellent,235.0,1980-02-14 00:40:00,"32167 Phillips Expressway, Lake Brittany","{'hobbies': ['success', 'current'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['issue', 'performance']}, 'family': {'siblings': 0, 'income': {'father': 1070, 'mother': 873}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
437,,20.0,male,60.0,512-110-7927-58616,Garciaton,hensonchristina@brown.com,2022-11-26 02:57:00,data science,110,pending,,good,68.0,2023-05-28 14:04:07,"Apartment 49, New William district, Tashkent, UZ, 100630","{'hobbies': ['any', 'bad'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 3}, 'soft': ['whatever', 'his']}, 'family': {'siblings': 3, 'income': {'father': 1029, 'mother': 217}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
438,,21.0,female,,,Clarkchester,emilyhahn@sanchez.biz,,python,110,inactive,3.7,,162.0,1984-03-16 00:00:00,"Apartment 50, Port Hannahchester district, Tashkent, UZ, 100469","{hobbies:['daughter', 'air']}"
439,Jessica Ford,21.0,,68.0,,East Hollyville,jeffrey59@murphy-andrews.com,2005-11-28 00:00:00,data science,110,pending,0.0,excellent,63.0,1993-02-24 21:56:00,"New Andreaton 3-kv, dom 49, Tashkent","{'hobbies': ['event', 'authority'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 3}, 'soft': ['speech', 'environment']}, 'family': {'siblings': 3, 'income': {'father': 381, 'mother': 811}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
440,Scott Bailey,20.0,female,100.0,,South Cynthiamouth,,1998-01-08 00:00:00,data science,100,inactive,,average,157.0,1993-01-07 19:37:00,"East Melissa 19-kv, dom 44, Tashkent","{""hobbies"": [""wrong"", ""central""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""anyone"", ""space""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 513, ""mother"": 1090}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}"
441,Christopher Stevenson,18.0,female,95.0,,Lake Marilyn,,2023-06-07 00:00:00,python,70,inactive,4.5,good,299.0,1973-11-19 00:00:00,"Kathleenchester 19-kv, dom 10, Tashkent","{'hobbies': ['full', 'for'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['present', 'standard']}, 'family': {'siblings': 1, 'income': {'father': 438, 'mother': 1473}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
442,Chris Hernandez,19.0,,90.0,349-899-1644,Taylorview,,2005-10-11 00:00:00,python,65,pending,,excellent,236.0,1998-06-14 16:34:54,"Apartment 32, Tammychester district, Tashkent, UZ, 100928","{""hobbies"": [""matter"", ""test""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 5}, ""soft"": [""as"", ""work""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 956, ""mother"": 612}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}"
443,,18.0,female,69.0,001-363-426-9766-613,Meyershire,,1995-12-07 14:03:00,python,100,active,3.7,excellent,297.0,2021-07-03 07:42:01,"721 Ball Camp Suite 246, Hernandeztown","{'hobbies': ['official', 'choice'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['green', 'again']}, 'family': {'siblings': 0, 'income': {'father': 883, 'mother': 1290}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
444,,19.0,,90.0,840-118-3990-97439,East Brianport,,2021-12-17 23:52:06,python,100,active,3.07,,213.0,2021-12-25 23:23:40,"Apartment 44, East Michele district, Tashkent, UZ, 100459","{""hobbies"": [""leader"", ""everything""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""public"", ""level""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1489, ""mother"": 423}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}"
445,Nathan Bell,20.0,,,+1-384-541-8009-796,West Tylerport,,2008-05-23 21:21:36,python,110,active,,average,192.0,2017-12-05 00:00:00,"5951 Richard Common, Wilsonview","{'hobbies': ['what', 'sometimes'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 2}, 'soft': ['dinner', 'where']}, 'family': {'siblings': 4, 'income': {'father': 720, 'mother': 814}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
446,Michael Delgado,18.0,female,92.0,757-081-6072,East Michelle,lbailey@gmail.com,2024-01-17 11:00:00,python,95,pending,3.7,excellent,215.0,2021-07-14 06:26:55,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['article', 'west'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 1}, 'soft': ['call', 'edge']}, 'family': {'siblings': 3, 'income': {'father': 1085, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
447,Brandy King,20.0,,81.0,,East Mark,,,data science,100,active,0.0,excellent,117.0,1983-12-01 00:00:00,"39753 Emily Harbors, North Danielleview","{""hobbies"": [""center"", ""benefit""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 4}, ""soft"": [""still"", ""piece""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 669, ""mother"": 732}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}"
448,Karen Martinez,20.0,,70.0,,Owenfort,,,python,60,pending,4.5,,252.0,2021-12-30 03:33:45,UZ 100447 Tashkent New Kevin,"{hobbies:['white', 'think']}"
449,Jeffery Miller,20.0,female,71.0,305-436-2371-7152,Thomasstad,,2022-01-27 23:34:09,data science,109,pending,,,251.0,1980-12-01 20:14:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""assume"", ""assume""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""the"", ""front""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 976, ""mother"": 689}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}"
450,Daniel Murphy,19.0,,70.0,,Lake Nathan,joseph15@may-martinez.info,2025-11-12 00:00:00,python,97,pending,0.0,excellent,243.0,2019-04-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['raise', 'skill'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 2}, 'soft': ['personal', 'long']}, 'family': {'siblings': 1, 'income': {'father': 491, 'mother': 799}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
451,Amber Brooks,21.0,female,69.0,001-192-385-3074-17549,East Don,richard36@gmail.com,,data science,100,pending,0.0,excellent,193.0,2018-02-06 00:00:00,"Lake David 11-kv, dom 11, Tashkent","{'hobbies': ['hour', 'ready'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 1}, 'soft': ['once', 'general']}, 'family': {'siblings': 4, 'income': {'father': 693, 'mother': 444}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
452,Anna Ayers,22.0,,63.0,101-270-5764,Lake Kim,,1974-12-02 00:00:00,data science,100,inactive,2.0,excellent,235.0,2001-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['five', 'animal']}"
453,Julie Flores,18.0,female,,363-572-0111-733,North Josephchester,,2007-02-14 00:00:00,data science,110,active,,excellent,122.0,2014-10-09 12:03:00,UZ 100779 Tashkent Sophiashire,INVALID_JSON_DATA
454,Michael Riley,,,,+1-545-308-2963-715,Jamesside,bnewman@edwards.net,1985-02-12 00:00:00,python,100,active,2.0,average,198.0,2023-05-05 13:31:41,"South Jonathanview 11-kv, dom 15, Tashkent","{hobbies:['debate', 'whether']}"
455,Emily Ray,22.0,female,,+1-843-054-7914-5964,North Christopherton,,1997-05-10 12:19:37,data science,100,active,,excellent,184.0,1998-03-18 21:57:58,UZ 100680 Tashkent Cartermouth,"{""hobbies"": [""may"", ""challenge""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""wife"", ""mouth""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1386, ""mother"": 1411}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}"
456,,,female,63.0,,Perezmouth,,,python,84,active,4.5,good,189.0,2019-07-22 17:48:42,"11041 Kristen Mountain, Stewartshire",INVALID_JSON_DATA
457,Wendy Williams,20.0,female,54.0,254-466-2154,Port Luisstad,rogershannah@calderon-romero.com,2010-09-17 20:25:00,python,72,pending,3.7,,279.0,2003-06-22 09:06:00,"New Katherine 17-kv, dom 14, Tashkent","{hobbies:['program', 'employee']}"
458,Steven Gray,18.0,male,93.0,+1-231-140-5276-41564,Rogerville,hunter33@yahoo.com,1993-09-08 11:26:29,python,84,inactive,3.7,excellent,214.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['garden', 'Mrs'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['ten', 'safe']}, 'family': {'siblings': 1, 'income': {'father': 819, 'mother': 1374}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}"
459,Melanie Kline,,female,91.0,096-119-5797,Rodriguezborough,,,python,100,pending,,excellent,290.0,2025-08-15 00:00:00,UZ 100349 Tashkent Bryantmouth,"{'hobbies': ['throw', 'free'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 4}, 'soft': ['identify', 'network']}, 'family': {'siblings': 5, 'income': {'father': 1179, 'mother': 918}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
460,,20.0,,66.0,+1-496-519-4828,West Frankfurt,krystal72@hotmail.com,1981-04-29 17:52:19,data science,100,inactive,3.7,excellent,124.0,1970-10-13 21:54:00,"4044 Ashley Canyon Suite 093, Eugenebury","{""hobbies"": [""Democrat"", ""ago""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""fall"", ""nor""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 769, ""mother"": 1087}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}"
461,,20.0,male,77.0,,East Morgan,christine49@hoffman-edwards.org,1998-01-08 00:00:00,ds,110,pending,3.7,,173.0,2021-10-05 21:24:34,"Apartment 31, New Tristanstad district, Tashkent, UZ, 100639","{'hobbies': ['defense', 'on'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['argue', 'establish']}, 'family': {'siblings': 3, 'income': {'father': 1233, 'mother': 1205}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
462,Andrea Clark,22.0,,90.0,+1-740-734-1280-249,Santosborough,alisha02@fisher-frye.net,2021-08-06 01:50:49,data science,110,pending,,excellent,201.0,1999-03-21 00:00:00,"37125 Harris Ridges, Feliciahaven","{hobbies:['cultural', 'miss']}"
463,,,male,90.0,(825)843-1868-06509,Teresaton,,2022-09-25 06:45:25,data science,110,active,,excellent,151.0,2025-11-01 07:48:18,"Apartment 17, East Melanieton district, Tashkent, UZ, 100892","{'hobbies': ['for', 'program'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['front', 'get']}, 'family': {'siblings': 3, 'income': {'father': 844, 'mother': 1300}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
464,,18.0,female,62.0,001-186-463-0034-72929,New Jessica,derekmiller@gmail.com,2023-09-19 00:00:00,data science,110,active,0.0,excellent,121.0,1988-10-09 19:54:50,"6619 Mills Island Suite 519, East Richard","{'hobbies': ['garden', 'language'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['gas', 'eye']}, 'family': {'siblings': 5, 'income': {'father': 335, 'mother': 260}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
465,Katelyn Houston,20.0,female,90.0,,Lauramouth,,1972-08-21 00:00:00,ds,100,active,,,279.0,2010-10-15 11:08:44,"82258 Ward Vista, Trevorport","{'hobbies': ['sport', 'others'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['the', 'appear']}, 'family': {'siblings': 2, 'income': {'father': 1376, 'mother': 1310}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
466,Cody Russell,20.0,male,73.0,(778)889-7511-018,Powellfurt,,2000-09-17 00:00:00,data science,110,pending,,good,138.0,,"Apartment 17, Davidview district, Tashkent, UZ, 100309",INVALID_JSON_DATA
467,Maria Glass,20.0,male,74.0,(201)671-9931,Port Katieville,,1976-12-16 01:17:00,python,100,inactive,4.5,,202.0,2021-01-25 09:58:22,"59092 Strickland Road Apt. 407, Torresville","{'hobbies': ['picture', 'election'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['difficult', 'gas']}, 'family': {'siblings': 4, 'income': {'father': 1262, 'mother': 379}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
468,,,male,93.0,(246)640-0420,Christopherport,,2023-06-13 18:56:33,data science,100,active,,excellent,107.0,2022-05-01 06:08:14,"49187 Holland Crossing Apt. 560, Valenzuelachester","{""hobbies"": [""take"", ""approach""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 2}, ""soft"": [""increase"", ""where""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 508, ""mother"": 811}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}"
469,Aaron Lee,19.0,male,,+1-872-361-5837,West Charlesville,,,data science,110,inactive,4.5,good,120.0,2021-12-23 00:47:43,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['last', 'them'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['economy', 'life']}, 'family': {'siblings': 1, 'income': {'father': 815, 'mother': 517}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
470,Nichole Woods,21.0,male,,001-875-634-3708-4973,Fosterburgh,rmartin@gmail.com,2023-10-16 19:03:54,data science,76,active,2.0,excellent,166.0,1973-09-29 03:55:32,"Apartment 42, South Robertchester district, Tashkent, UZ, 100965","{'hobbies': ['buy', 'word'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['listen', 'news']}, 'family': {'siblings': 0, 'income': {'father': 614, 'mother': 506}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
471,Edward Morse,20.0,,90.0,6805358205,Lake Johnborough,jessicagray@ryan.net,,python,110,active,,average,159.0,2008-01-29 04:02:00,"Apartment 18, West Javierborough district, Tashkent, UZ, 100982","{""hobbies"": [""cover"", ""night""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 5}, ""soft"": [""know"", ""himself""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 901, ""mother"": 1349}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
472,,18.0,,82.0,,Thompsonburgh,,,data science,100,inactive,,average,127.0,,"Apartment 8, Brownberg district, Tashkent, UZ, 100457",INVALID_JSON_DATA
473,,18.0,male,61.0,(420)538-9587-77757,Lake Michael,brittneynash@hotmail.com,1974-12-02 00:00:00,data science,113,pending,0.0,,289.0,2000-02-28 10:55:00,"New Chris 4-kv, dom 21, Tashkent","{'hobbies': ['data', 'style'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['the', 'house']}, 'family': {'siblings': 0, 'income': {'father': 1484, 'mother': 354}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
474,Alexandra Pena,20.0,male,,,Port Martin,,2022-01-14 13:30:57,data science,111,pending,0.0,good,204.0,2003-04-23 00:00:00,"South Vickieport 14-kv, dom 38, Tashkent","{'hobbies': ['already', 'your'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 1}, 'soft': ['hit', 'ok']}, 'family': {'siblings': 0, 'income': {'father': 391, 'mother': 1386}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
475,Susan Evans,19.0,female,,(840)871-3220-64975,West Zacharyview,,1983-01-31 00:00:00,python,110,active,,good,287.0,1979-12-25 00:00:00,"Port Christineton 29-kv, dom 1, Tashkent",INVALID_JSON_DATA
476,,20.0,,68.0,,Lowehaven,annafields@rivera-erickson.com,2023-03-17 00:00:00,data science,110,pending,,excellent,159.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
477,Amanda Evans,20.0,,60.0,001-251-053-0173-06396,Colleenburgh,,1970-08-01 00:00:00,data science,100,inactive,2.0,excellent,209.0,2020-09-07 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['medical', 'him'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['subject', 'kind']}, 'family': {'siblings': 0, 'income': {'father': 1007, 'mother': 1042}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
